Headline,Article,Date
Mauritania coup deserves condemnation - Moscow diplomat,"...MOSCOW, August 8 (Itar-Tass) - Moscow believes that the
 government overthrow in Mauritania cannot be acceptable and
 deserves condemnation, deputy spokesman for the Russian Foreign
 Ministry Boris Malakhov said on Thursday in connection with the
 coup in Mauritania on August 6. ... ""Moscow proceeds from the assumption that change of government
 by force cannot be acceptable,"" the diplomat underlined. ... ""As is known, it is a principled position of the world
 community, including the African Union....","Aug. 08, 2008"
Medvedev orders humanitarian aid to Georgian - Ossetian conflict victims,"...MOSCOW, August 8 (Itar-Tass) - Russian President Dmitry Medvedev
 has ordered the government to give humanitarian aid to victims of
 the escalation of the Georgian-Ossetian conflict. ... The instruction was given to Prime Minister Vladimir Putin,
 Emergency Situations Minister Sergei Shoigu and Interior Minister
 Rashid Nurgaliyev....","Aug. 08, 2008"
Ministry reports 10 deaths in Georgian - populated villages in S Ossetia,"...TBILISI, August 8 (Itar-Tass) - A total of ten people have died
 and about 50 others have been wounded since early morning Thursday
 as a result of gunfire at Georgian-populated villages in the zone
 of conflict in the much-troubled breakaway region of South Ossetia,
 a spokesman for Georgia's Interior Ministry said. ... The ministry's data indicates that two of the dead are
 servicemen of the Georgian battalion, which is part of the Joint
 Peacekeeping Force in the zone of conflict, and the rest are
 civilians....","Aug. 08, 2008"
Monument to killed journalist family opened in Omsk,"...GORNO-ALTAISK, August 8 (Itar-Tass) - Monument to the family of
 journalist Alexander Petrov is unveiled in Omsk on Friday. Its
 opening is timed to the second anniversary of the tragedy that took
 place in Altai mountains on August 8, 2006. ... On that day the Omsk-based Itar-Tass journalist Alexander
 Petrov, 31 his wife Alyona, Omsk University teacher, and two
 children - Nikita, 7 and Artyom, 3, were shot and killed from an
 ambush on the bank of the Tuekta River in the Altai Republic. As
 the murderer Ruslan Kulish was 16 at the moment of the crime the
 Altai Republic's Supreme Court sentenced him to 10 years in
 prison....","Aug. 08, 2008"
More than 10 Russian peacekeepers die in events in Tskhinvali,"...MOSCOW, August 8 (Itar-Tass) - More than ten Russian
 peacekeepers have died and about 30 others have been wounded in the
 course of latest developments in Tskhinvali, Colonel Igor
 Konashenkov, an aide to the Chief Commander of Russian Ground
 Troops said Friday. ... ""Gunfire delivered by Georgian forces at the positions of
 Russian peacekeepers has claimed more than ten lives and about
 thirty servicemen have been wounded,"" he said. ... ""Reports we get from Tskhinvali indicate that the Georgian
 military finish off the wounded Russian peacekeepers and local
 residents and don't allow others to take the wounded to hospitals,""
 Col Konashenkov said....","Aug. 08, 2008"
Moscow court fines Dudley for failing to fulfill city labor inspection's order,"...MOSCOW, August 8 (Itar-Tass) - The Moscow Presnya District Court
 has fined TNK-BP President and CEO Robert Dudley for failing to
 fulfill an order of the city labor inspection. He will have to pay
 500 rubles. ... ""Dudley was found guilty of a breach of item 1, article 19.5 of
 the Russian Administrative Code - the non-fulfillment of a lawful
 instruction of a supervisory agency, and sentenced to an
 administrative fine of 500 rubles,"" an assistant judge told
 Itar-Tass on Friday. ... He said the violations concerned short-term contracts with
 foreign employees and the account of salaries....","Aug. 08, 2008"
Moscow government solidarizes with people of South Ossetia - mayor,"...MOSCOW, August 8 (Itar-Tass) - Moscow hospitals are ready to
 admit the wounded from South Ossetia, and the city authorities will
 assign aircraft for bringing them in, Moscow Mayor Yuri Luzhkov
 said on Friday. ... The latest events ""are nothing but an armed aggression initiated
 by the Georgian authorities against South Ossetian civilians,"" he
 said. ""We cannot describe it other than genocide of average
 people."" ... ""Moscow solidarizes with the people of South Ossetia and
 expresses the readiness for immediate help,"" Luzhkov said....","Aug. 08, 2008"
Moscow offers medical treatment to injured from South Ossetia - mayor,"...MOSCOW, August 8 (Itar-Tass) - Moscow hospitals are ready to
 admit the wounded from South Ossetia, and the city authorities will
 assign aircraft for bringing them in, Moscow Mayor Yuri Luzhkov
 said on Friday. ... ""The city authorities will receive the wounded from South
 Ossetia and immediately send humanitarian aid to the conflict
 zone,"" he said. ... In addition, Moscow is ready to receive South Ossetian children
 for rehabilitation and to send builders for helping reconstruct
 Tskhinvali....","Aug. 08, 2008"
Moscow region ready host Russian citizens fleeing South Ossetia,"...MOSCOW, August 8 (Itar-Tass) - Moscow region authorities are
 ready to host Russian citizens fleeing their homes in the
 much-troubled unrecognized republic of South Ossetia due to an
 escalation of the conflict with Georgia there, Andrei Barkovsky,
 the press secretary of the Moscow region governor said. ... ""We are ready to host these people if the South Ossetian
 authorities file a request for this,"" he said. ""We already have
 experience hosting children from that region for summer
 holidaymaking and medical treatment....","Aug. 08, 2008"
N Ossetian leader describes Georgia actions in S Ossetia as fascism,"...VLADIKAVKAZ, August 8 (Itar-Tass) - North Ossetian head Taimuraz
 Mamsurov, who arrived in Tskhinvali overnight, has described
 Georgia's actions against South Ossetia as ""fascism in the open
 kind"". ... ""Blood of our brothers, mostly civilian people, is shed in the
 south. What kind of a beast one must be to strike a sleeping city
 with fire from tanks and aircraft,"" Mamsurov said. ... He believes the world community cannot recognize a country where
 fascism is a state policy. ... The North Ossetian leader demanded to immediately stop the
 combat actions and expressed readiness to provide any help for
 South Ossetia....","Aug. 08, 2008"
NOssetia prepares hospitals for wounded from SOssetia,"...VLADIKAVKAZ, August 8 (Itar-Tass) - North Ossetian leader
 Taimuraz Mamsurov ordered the republic's government to prepare all
 hospitals of Vladikavkaz for admitting wounded people from South
 Ossetia. He also issued an order to supply the necessary amount of
 medicines and transfusion blood to hospital, an official in
 Mamsurov's administration told Itar-Tass. ... Teams of resuscitation doctors and surgeons are being formed.
 Some of them will go to South Ossetia in the morning to provide
 help to victims that cannot be moved....","Aug. 08, 2008"
No one hurt in Russian air raid on Georgian military base - ministry,"...TBILISI, August 8 (Itar-Tass) - A Russian warplane breached
 Georgian airspace and dropped a bomb on the Georgian Defense
 Ministry's Vaziani base, 25 kilometers away from Tbilisi, at about
 3:50 p.m. Moscow time on Friday, the Georgian Interior Ministry
 said. ... The ministry said that no one was hurt. ... ""Seven locals were injured in a morning raid of Russian
 warplanes in the Georgian Kareli and Gori districts,"" the ministry
 said. ""Three Russian warplanes penetrated into Georgia and hit the
 village of Variani in the Kareli district and the outskirts of the
 town of Gori at 10:30 a....","Aug. 08, 2008"
No prerequisites for reducing drug trafficking from Afghanistan - minister,"...KAIRAKKUM (Tajikistan), August 8 (Itar-Tass) - There are no
 prerequisites for reducing drug trafficking from Afghanistan in the
 next few years, Russian Interior Minister Rashid Nurgaliyev said on
 Friday. ... ""The geographic proximity of Tajikistan to the main source of
 drugs production in Central Asia puts our Tajik colleagues on the
 anti-drug frontline,"" he said. ... The UN International Drug Control Program confirms the drug
 danger. It estimates the world market of illegal opiates at $20....","Aug. 08, 2008"
Not late yet to prevent mass bloodshed in S Ossetia - RF FM,"...MOSCOW, August 8 (Itar-Tass) - It has become absolutely clear
 why Tbilisi for a long period under various pretexts persistently
 evaded concluding legally obligating agreements with South Ossetia
 and Abkhazia on no use of force, the Russian Foreign Ministry
 official envoy's deputy Boris Malakhov said on Friday in connection
 with the developments in South Ossetia. ... It is not late yet now to prevent mass bloodshed and new
 casualties, including among the civilian population, the Russian
 Foreign Ministry believes....","Aug. 08, 2008"
Novosibirsk court starts hearing pimp case,"...NOVOSIBIRSK, August 8 (Itar-Tass) - The Novosibirsk Central
 District Court has started hearing the case of Siberian women taken
 to Spain for prostitution purposes. Russian and Spanish policemen
 investigated the case together. ... ""The media will have no access to the trial, as the court will
 hear private life of the young women,"" a court source told
 Itar-Tass. ... Two residents of Novosibirsk are on trial. Detectives said they
 were members of an international group of prostitute managers
 (pimps) that operated in 2003-2006....","Aug. 08, 2008"
OSCE chairman - in-office shares Russian concern over South Ossetian situation,"...MOSCOW, August 8 (Itar-Tass) - OSCE Chairman-in-Office and
 Finnish Foreign Minister Alexander Stubb shares Russian concern
 over the developments in South Ossetia and appeals for
 normalization, the Russian Foreign Ministry said in comments on a
 Friday telephone conversation between Stubb and Russian Foreign
 Minister Sergei Lavrov. ... ""By request of his Finnish colleague, Lavrov assessed the
 developments in South Ossetia caused by the Georgian onslaught on
 Tskhinvali. Stubb shared the profound concern and called for
 normalization,"" the ministry said....","Aug. 08, 2008"
